n_points,median_x,median_y,median_z,p05_x,p05_y,p05_z,p95_x,p95_y,p95_z,dim_x,dim_y,dim_z,pair_index,yolo_confidence
19949,0.12155087280273438,-0.03832962036132813,0.34434616088867187,0.05707968826293946,-0.07821894836425781,0.32358157348632816,0.1924465454101562,-0.004388003826141357,0.3700731811523438,0.13536685714721675,0.07383094453811646,0.04649160766601562,0,0.9443762302398682
